numero,aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,outcomedesc,minoritydesc,tooltp,buttonn
1631,0.65,0.6,0.71,<0.001,0,0,3,1,14,2,"Medicare primary, other",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1632,0.6,0.54,0.66,<0.001,0,1,3,1,14,2,"Medicare primary, other",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1633,0.8,0.62,1.03,0.082,0.0815,2,3,1,14,2,"Medicare primary, other",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.082",O2A3M2
1634,0.73,0.63,0.83,<0.001,0,3,3,1,14,2,"Medicare primary, other",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O2A3M3
1635,0.69,0.61,0.79,<0.001,0,4,3,1,14,2,"Medicare primary, other",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O2A3M4
1636,0.52,0.49,0.56,<0.001,0,0,1,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A1M0
1637,0.44,0.4,0.47,<0.001,0,1,1,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O2A1M1
1638,0.81,0.58,1.12,0.199,0.1991,2,1,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 1, Native American (Vs. White), P-Value 0.199",O2A1M2
1639,0.59,0.49,0.72,<0.001,0,3,1,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O2A1M3
1640,0.76,0.68,0.86,<0.001,0,4,1,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O2A1M4
1641,0.54,0.5,0.57,<0.001,0,0,2,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A2M0
1642,0.45,0.41,0.49,<0.001,0,1,2,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O2A2M1
1643,0.82,0.59,1.14,0.235,0.2348,2,2,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 2, Native American (Vs. White), P-Value 0.235",O2A2M2
1644,0.59,0.49,0.72,<0.001,0,3,2,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O2A2M3
1645,0.78,0.69,0.88,<0.001,0,4,2,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O2A2M4
1646,0.58,0.54,0.62,<0.001,0,0,3,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1647,0.48,0.44,0.52,<0.001,0,1,3,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1648,0.82,0.59,1.15,0.249,0.2489,2,3,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.249",O2A3M2
1649,0.6,0.49,0.75,<0.001,0,3,3,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O2A3M3
1650,0.88,0.77,0.99,0.039,0.0395,4,3,2,14,2,"Medicare secondary, EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value 0.039",O2A3M4
1651,0.56,0.49,0.65,<0.001,0,0,1,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A1M0
1652,0.52,0.44,0.61,<0.001,0,1,1,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O2A1M1
1653,0.82,0.44,1.54,0.541,0.5408,2,1,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 1, Native American (Vs. White), P-Value 0.541",O2A1M2
1654,0.98,0.55,1.72,0.934,0.9339,3,1,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 1, Asian (Vs. White), P-Value 0.934",O2A1M3
1655,0.66,0.5,0.86,0.003,0.0028,4,1,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 1, Hispanic (Vs. White), P-Value 0.003",O2A1M4
1656,0.64,0.55,0.74,<0.001,0,0,2,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A2M0
1657,0.59,0.5,0.69,<0.001,0,1,2,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O2A2M1
1658,0.99,0.52,1.89,0.986,0.9862,2,2,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 2, Native American (Vs. White), P-Value 0.986",O2A2M2
1659,1.04,0.59,1.86,0.881,0.8814,3,2,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 2, Asian (Vs. White), P-Value 0.881",O2A2M3
1660,0.74,0.56,0.99,0.041,0.0407,4,2,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 2, Hispanic (Vs. White), P-Value 0.041",O2A2M4
1661,0.69,0.58,0.82,<0.001,0,0,3,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1662,0.62,0.51,0.74,<0.001,0,1,3,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1663,0.94,0.47,1.87,0.854,0.8536,2,3,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.854",O2A3M2
1664,1.28,0.7,2.36,0.423,0.4232,3,3,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value 0.423",O2A3M3
1665,0.89,0.65,1.21,0.467,0.4666,4,3,3,14,2,"Medicare secondary, non-EGHP",Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value 0.467",O2A3M4
1666,0.5,0.48,0.51,<0.001,0,0,1,4,14,2,HMO insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A1M0
1667,0.43,0.41,0.45,<0.001,0,1,1,4,14,2,HMO insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O2A1M1
1668,0.67,0.5,0.9,0.008,0.0079,2,1,4,14,2,HMO insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 1, Native American (Vs. White), P-Value 0.008",O2A1M2
1669,0.61,0.57,0.66,<0.001,0,3,1,4,14,2,HMO insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O2A1M3
1670,0.56,0.53,0.58,<0.001,0,4,1,4,14,2,HMO insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O2A1M4
1671,0.52,0.5,0.54,<0.001,0,0,2,4,14,2,HMO insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A2M0
1672,0.45,0.43,0.46,<0.001,0,1,2,4,14,2,HMO insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O2A2M1
1673,0.75,0.55,1.01,0.055,0.0554,2,2,4,14,2,HMO insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 2, Native American (Vs. White), P-Value 0.055",O2A2M2
1674,0.62,0.58,0.67,<0.001,0,3,2,4,14,2,HMO insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O2A2M3
1675,0.59,0.57,0.62,<0.001,0,4,2,4,14,2,HMO insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O2A2M4
1676,0.6,0.58,0.62,<0.001,0,0,3,4,14,2,HMO insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1677,0.52,0.5,0.54,<0.001,0,1,3,4,14,2,HMO insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1678,0.7,0.52,0.95,0.022,0.0221,2,3,4,14,2,HMO insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.022",O2A3M2
1679,0.6,0.56,0.65,<0.001,0,3,3,4,14,2,HMO insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O2A3M3
1680,0.74,0.71,0.78,<0.001,0,4,3,4,14,2,HMO insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O2A3M4
1681,0.39,0.31,0.5,<0.001,0,0,1,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A1M0
1682,0.36,0.27,0.48,<0.001,0,1,1,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O2A1M1
1683,1.06,0.33,3.4,0.925,0.9246,2,1,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 1, Native American (Vs. White), P-Value 0.925",O2A1M2
1684,0.54,0.25,1.18,0.121,0.1215,3,1,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 1, Asian (Vs. White), P-Value 0.121",O2A1M3
1685,0.42,0.28,0.62,<0.001,0,4,1,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O2A1M4
1686,0.4,0.32,0.52,<0.001,0,0,2,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A2M0
1687,0.37,0.28,0.5,<0.001,0,1,2,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O2A2M1
1688,1.07,0.33,3.43,0.915,0.9153,2,2,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 2, Native American (Vs. White), P-Value 0.915",O2A2M2
1689,0.5,0.23,1.11,0.088,0.0885,3,2,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 2, Asian (Vs. White), P-Value 0.088",O2A2M3
1690,0.42,0.28,0.63,<0.001,0,4,2,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O2A2M4
1691,0.54,0.41,0.71,<0.001,0,0,3,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1692,0.47,0.34,0.65,<0.001,0,1,3,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1693,1.28,0.39,4.17,0.684,0.6838,2,3,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.684",O2A3M2
1694,0.58,0.24,1.4,0.229,0.2287,3,3,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value 0.229",O2A3M3
1695,0.67,0.43,1.04,0.074,0.0736,4,3,5,14,2,90-day wait for Medicare,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value 0.074",O2A3M4
1696,0.5,0.48,0.52,<0.001,0,0,1,6,14,2,Other insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A1M0
1697,0.44,0.42,0.46,<0.001,0,1,1,6,14,2,Other insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O2A1M1
1698,0.96,0.83,1.11,0.561,0.5605,2,1,6,14,2,Other insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 1, Native American (Vs. White), P-Value 0.561",O2A1M2
1699,0.59,0.54,0.66,<0.001,0,3,1,6,14,2,Other insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O2A1M3
1700,0.58,0.55,0.62,<0.001,0,4,1,6,14,2,Other insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O2A1M4
1701,0.49,0.47,0.52,<0.001,0,0,2,6,14,2,Other insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A2M0
1702,0.44,0.42,0.47,<0.001,0,1,2,6,14,2,Other insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O2A2M1
1703,0.96,0.83,1.11,0.574,0.5737,2,2,6,14,2,Other insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 2, Native American (Vs. White), P-Value 0.574",O2A2M2
1704,0.54,0.49,0.6,<0.001,0,3,2,6,14,2,Other insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O2A2M3
1705,0.55,0.52,0.59,<0.001,0,4,2,6,14,2,Other insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O2A2M4
1706,0.61,0.58,0.64,<0.001,0,0,3,6,14,2,Other insurance,Dialysis Withdrawal,"All Minority Groups, Combined","Dialysis Withdrawal, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O2A3M0
1707,0.53,0.5,0.57,<0.001,0,1,3,6,14,2,Other insurance,Dialysis Withdrawal,African American or Black,"Dialysis Withdrawal, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O2A3M1
1708,0.9,0.75,1.08,0.258,0.2576,2,3,6,14,2,Other insurance,Dialysis Withdrawal,Native American,"Dialysis Withdrawal, Adjustment Model 3, Native American (Vs. White), P-Value 0.258",O2A3M2
1709,0.65,0.57,0.74,<0.001,0,3,3,6,14,2,Other insurance,Dialysis Withdrawal,Asian,"Dialysis Withdrawal, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O2A3M3
1710,0.76,0.7,0.83,<0.001,0,4,3,6,14,2,Other insurance,Dialysis Withdrawal,Hispanic,"Dialysis Withdrawal, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O2A3M4
2011,0.55,0.53,0.57,<0.001,0,0,1,0,2,3,2000-05,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A1M0
2012,0.49,0.47,0.51,<0.001,0,1,1,0,2,3,2000-05,Hospice,African American or Black,"Hospice, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O3A1M1
2013,0.66,0.56,0.77,<0.001,0,2,1,0,2,3,2000-05,Hospice,Native American,"Hospice, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O3A1M2
2014,0.53,0.47,0.59,<0.001,0,3,1,0,2,3,2000-05,Hospice,Asian,"Hospice, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O3A1M3
2015,0.7,0.67,0.74,<0.001,0,4,1,0,2,3,2000-05,Hospice,Hispanic,"Hospice, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O3A1M4
2016,0.61,0.59,0.63,<0.001,0,0,2,0,2,3,2000-05,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A2M0
2017,0.55,0.52,0.57,<0.001,0,1,2,0,2,3,2000-05,Hospice,African American or Black,"Hospice, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O3A2M1
2018,0.76,0.64,0.89,0.001,0.001,2,2,0,2,3,2000-05,Hospice,Native American,"Hospice, Adjustment Model 2, Native American (Vs. White), P-Value 0.001",O3A2M2
2019,0.54,0.48,0.6,<0.001,0,3,2,0,2,3,2000-05,Hospice,Asian,"Hospice, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O3A2M3
2020,0.77,0.73,0.81,<0.001,0,4,2,0,2,3,2000-05,Hospice,Hispanic,"Hospice, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O3A2M4
2021,0.64,0.62,0.66,<0.001,0,0,3,0,2,3,2000-05,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A3M0
2022,0.56,0.54,0.59,<0.001,0,1,3,0,2,3,2000-05,Hospice,African American or Black,"Hospice, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O3A3M1
2023,0.73,0.62,0.87,<0.001,4.00E-04,2,3,0,2,3,2000-05,Hospice,Native American,"Hospice, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O3A3M2
2024,0.55,0.49,0.62,<0.001,0,3,3,0,2,3,2000-05,Hospice,Asian,"Hospice, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O3A3M3
2025,0.87,0.83,0.93,<0.001,0,4,3,0,2,3,2000-05,Hospice,Hispanic,"Hospice, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O3A3M4
2026,0.48,0.48,0.49,<0.001,0,0,1,1,2,3,2006-12,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A1M0
2027,0.45,0.44,0.46,<0.001,0,1,1,1,2,3,2006-12,Hospice,African American or Black,"Hospice, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O3A1M1
2028,0.53,0.49,0.58,<0.001,0,2,1,1,2,3,2006-12,Hospice,Native American,"Hospice, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O3A1M2
2029,0.48,0.46,0.5,<0.001,0,3,1,1,2,3,2006-12,Hospice,Asian,"Hospice, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O3A1M3
2030,0.56,0.55,0.57,<0.001,0,4,1,1,2,3,2006-12,Hospice,Hispanic,"Hospice, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O3A1M4
2031,0.54,0.53,0.55,<0.001,0,0,2,1,2,3,2006-12,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A2M0
2032,0.51,0.5,0.52,<0.001,0,1,2,1,2,3,2006-12,Hospice,African American or Black,"Hospice, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O3A2M1
2033,0.64,0.59,0.69,<0.001,0,2,2,1,2,3,2006-12,Hospice,Native American,"Hospice, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O3A2M2
2034,0.48,0.46,0.5,<0.001,0,3,2,1,2,3,2006-12,Hospice,Asian,"Hospice, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O3A2M3
2035,0.62,0.61,0.64,<0.001,0,4,2,1,2,3,2006-12,Hospice,Hispanic,"Hospice, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O3A2M4
2036,0.6,0.59,0.61,<0.001,0,0,3,1,2,3,2006-12,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A3M0
2037,0.55,0.54,0.57,<0.001,0,1,3,1,2,3,2006-12,Hospice,African American or Black,"Hospice, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O3A3M1
2038,0.65,0.6,0.71,<0.001,0,2,3,1,2,3,2006-12,Hospice,Native American,"Hospice, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O3A3M2
2039,0.51,0.48,0.53,<0.001,0,3,3,1,2,3,2006-12,Hospice,Asian,"Hospice, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O3A3M3
2040,0.74,0.72,0.76,<0.001,0,4,3,1,2,3,2006-12,Hospice,Hispanic,"Hospice, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O3A3M4
2041,0.66,0.59,0.74,<0.001,0,0,1,0,3,3,Age 0-39,Hospice,"All Minority Groups, Combined","Hospice, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O3A1M0
