lat,lon,perc,desc,race_ethn,race_ethn,r_e
-100.6,48.2,0.0,"McHenry County, ND, White 0%",0,0,White
-103.4,47.7,8.3,"McKenzie County, ND, Native American 8.3%",2,2,Native American
-101.4,47.7,15.8,"McLean County, ND, White 15.8%",0,0,White
-101.8,47.3,25.0,"Mercer County, ND, White 25%",0,0,White
-101.3,46.7,28.3,"Morton County, ND, White 28.3%",0,0,White
-102.4,48.2,33.3,"Mountrail County, ND, White 33.3%",0,0,White
-102.4,48.2,17.6,"Mountrail County, ND, Native American 17.6%",2,2,Native American
-98.2,47.9,29.4,"Nelson County, ND, White 29.4%",0,0,White
-97.5,48.8,36.8,"Pembina County, ND, White 36.8%",0,0,White
-98.7,48.3,22.2,"Ramsey County, ND, White 22.2%",0,0,White
-97.6,46.4,18.2,"Ransom County, ND, White 18.2%",0,0,White
-96.9,46.3,28.6,"Richland County, ND, White 28.6%",0,0,White
-99.8,48.8,10.0,"Rolette County, ND, White 10%",0,0,White
-99.8,48.8,6.9,"Rolette County, ND, Native American 6.9%",2,2,Native American
-97.6,46.1,16.7,"Sargent County, ND, White 16.7%",0,0,White
-101.0,46.1,6.7,"Sioux County, ND, Native American 6.7%",2,2,Native American
-102.7,46.8,40.4,"Stark County, ND, White 40.4%",0,0,White
-99.0,47.0,25.8,"Stutsman County, ND, White 25.8%",0,0,White
-97.2,47.4,25.0,"Traill County, ND, White 25%",0,0,White
-97.7,48.4,32.5,"Walsh County, ND, White 32.5%",0,0,White
-101.5,48.2,18.6,"Ward County, ND, White 18.6%",0,0,White
-99.7,47.6,46.2,"Wells County, ND, White 46.2%",0,0,White
-103.5,48.3,20.4,"Williams County, ND, White 20.4%",0,0,White
-83.5,38.8,29.6,"Adams County, OH, White 29.6%",0,0,White
-84.1,40.8,24.1,"Allen County, OH, White 24.1%",0,0,White
-84.1,40.8,10.8,"Allen County, OH, African American 10.8%",1,1,African American
-82.3,40.8,25.6,"Ashland County, OH, White 25.6%",0,0,White
-80.7,41.9,20.9,"Ashtabula County, OH, White 20.9%",0,0,White
-80.7,41.9,18.4,"Ashtabula County, OH, African American 18.4%",1,1,African American
-82.0,39.3,20.1,"Athens County, OH, White 20.1%",0,0,White
-84.2,40.6,24.7,"Auglaize County, OH, White 24.7%",0,0,White
-81.0,40.0,20.6,"Belmont County, OH, White 20.6%",0,0,White
-81.0,40.0,12.5,"Belmont County, OH, African American 12.5%",1,1,African American
-83.9,38.9,20.0,"Brown County, OH, White 20%",0,0,White
-84.6,39.4,25.9,"Butler County, OH, White 25.9%",0,0,White
-84.6,39.4,15.6,"Butler County, OH, African American 15.6%",1,1,African American
-81.1,40.6,14.3,"Carroll County, OH, White 14.3%",0,0,White
-83.8,40.1,19.1,"Champaign County, OH, White 19.1%",0,0,White
-83.8,40.1,9.1,"Champaign County, OH, African American 9.1%",1,1,African American
-83.8,39.9,19.8,"Clark County, OH, White 19.8%",0,0,White
-83.8,39.9,11.4,"Clark County, OH, African American 11.4%",1,1,African American
-84.1,39.1,22.8,"Clermont County, OH, White 22.8%",0,0,White
-84.1,39.1,12.5,"Clermont County, OH, African American 12.5%",1,1,African American
-83.8,39.4,25.2,"Clinton County, OH, White 25.2%",0,0,White
-80.8,40.8,19.0,"Columbiana County, OH, White 19%",0,0,White
-80.8,40.8,5.9,"Columbiana County, OH, African American 5.9%",1,1,African American
-81.9,40.3,23.9,"Coshocton County, OH, White 23.9%",0,0,White
-82.9,40.8,27.5,"Crawford County, OH, White 27.5%",0,0,White
-81.7,41.8,20.1,"Cuyahoga County, OH, White 20.1%",0,0,White
-81.7,41.8,8.6,"Cuyahoga County, OH, African American 8.6%",1,1,African American
-81.7,41.8,18.5,"Cuyahoga County, OH, Asian 18.5%",3,3,Asian
-81.7,41.8,11.9,"Cuyahoga County, OH, Hispanic 11.9%",4,4,Hispanic
-84.6,40.1,24.2,"Darke County, OH, White 24.2%",0,0,White
-84.5,41.3,35.3,"Defiance County, OH, White 35.3%",0,0,White
-84.5,41.3,18.2,"Defiance County, OH, Hispanic 18.2%",4,4,Hispanic
-83.0,40.3,23.3,"Delaware County, OH, White 23.3%",0,0,White
-83.0,40.3,0.0,"Delaware County, OH, African American 0%",1,1,African American
-82.5,41.6,27.7,"Erie County, OH, White 27.7%",0,0,White
-82.5,41.6,15.1,"Erie County, OH, African American 15.1%",1,1,African American
-82.6,39.8,24.6,"Fairfield County, OH, White 24.6%",0,0,White
-82.6,39.8,0.0,"Fairfield County, OH, African American 0%",1,1,African American
-83.5,39.6,18.4,"Fayette County, OH, White 18.4%",0,0,White
-83.0,40.0,20.5,"Franklin County, OH, White 20.5%",0,0,White
-83.0,40.0,11.7,"Franklin County, OH, African American 11.7%",1,1,African American
-83.0,40.0,18.8,"Franklin County, OH, Asian 18.8%",3,3,Asian
-83.0,40.0,12.5,"Franklin County, OH, Hispanic 12.5%",4,4,Hispanic
-84.1,41.6,34.6,"Fulton County, OH, White 34.6%",0,0,White
-84.1,41.6,35.7,"Fulton County, OH, Hispanic 35.7%",4,4,Hispanic
-82.3,38.8,16.5,"Gallia County, OH, White 16.5%",0,0,White
-81.2,41.5,19.4,"Geauga County, OH, White 19.4%",0,0,White
-83.9,39.7,19.7,"Greene County, OH, White 19.7%",0,0,White
-83.9,39.7,10.9,"Greene County, OH, African American 10.9%",1,1,African American
-81.5,40.1,32.6,"Guernsey County, OH, White 32.6%",0,0,White
-84.5,39.2,21.9,"Hamilton County, OH, White 21.9%",0,0,White
-84.5,39.2,15.6,"Hamilton County, OH, African American 15.6%",1,1,African American
-84.5,39.2,5.9,"Hamilton County, OH, Asian 5.9%",3,3,Asian
-84.5,39.2,6.7,"Hamilton County, OH, Hispanic 6.7%",4,4,Hispanic
-83.7,41.0,30.6,"Hancock County, OH, White 30.6%",0,0,White
-83.7,41.0,41.7,"Hancock County, OH, Hispanic 41.7%",4,4,Hispanic
-83.7,40.7,30.4,"Hardin County, OH, White 30.4%",0,0,White
-81.1,40.3,17.9,"Harrison County, OH, White 17.9%",0,0,White
-84.1,41.3,31.9,"Henry County, OH, White 31.9%",0,0,White
-83.6,39.2,18.3,"Highland County, OH, White 18.3%",0,0,White
-82.5,39.5,17.3,"Hocking County, OH, White 17.3%",0,0,White
-81.9,40.6,33.3,"Holmes County, OH, White 33.3%",0,0,White
-82.6,41.1,24.4,"Huron County, OH, White 24.4%",0,0,White
-82.6,39.0,15.2,"Jackson County, OH, White 15.2%",0,0,White
-80.8,40.4,14.9,"Jefferson County, OH, White 14.9%",0,0,White
-80.8,40.4,13.5,"Jefferson County, OH, African American 13.5%",1,1,African American
-82.4,40.4,28.2,"Knox County, OH, White 28.2%",0,0,White
-81.4,41.9,17.3,"Lake County, OH, White 17.3%",0,0,White
-81.4,41.9,17.5,"Lake County, OH, African American 17.5%",1,1,African American
-82.5,38.6,21.0,"Lawrence County, OH, White 21%",0,0,White
-82.5,38.6,7.1,"Lawrence County, OH, African American 7.1%",1,1,African American
-82.5,40.1,26.7,"Licking County, OH, White 26.7%",0,0,White
-82.5,40.1,19.0,"Licking County, OH, African American 19%",1,1,African American
-83.8,40.4,21.4,"Logan County, OH, White 21.4%",0,0,White
-82.2,41.4,28.5,"Lorain County, OH, White 28.5%",0,0,White
-82.2,41.4,17.6,"Lorain County, OH, African American 17.6%",1,1,African American
-82.2,41.4,18.1,"Lorain County, OH, Hispanic 18.1%",4,4,Hispanic
-83.5,41.7,29.9,"Lucas County, OH, White 29.9%",0,0,White
-83.5,41.7,19.3,"Lucas County, OH, African American 19.3%",1,1,African American
-83.5,41.7,24.4,"Lucas County, OH, Hispanic 24.4%",4,4,Hispanic
-83.4,39.9,8.9,"Madison County, OH, White 8.9%",0,0,White
-80.8,41.0,15.3,"Mahoning County, OH, White 15.3%",0,0,White
-80.8,41.0,10.9,"Mahoning County, OH, African American 10.9%",1,1,African American
-80.8,41.0,11.1,"Mahoning County, OH, Hispanic 11.1%",4,4,Hispanic
-83.2,40.6,25.5,"Marion County, OH, White 25.5%",0,0,White
-83.2,40.6,11.8,"Marion County, OH, African American 11.8%",1,1,African American
-81.9,41.1,28.3,"Medina County, OH, White 28.3%",0,0,White
-81.9,41.1,28.6,"Medina County, OH, African American 28.6%",1,1,African American
-82.0,39.1,14.1,"Meigs County, OH, White 14.1%",0,0,White
-84.6,40.5,25.9,"Mercer County, OH, White 25.9%",0,0,White
-84.2,40.1,32.3,"Miami County, OH, White 32.3%",0,0,White
-84.2,40.1,47.4,"Miami County, OH, African American 47.4%",1,1,African American
-81.1,39.7,20.5,"Monroe County, OH, White 20.5%",0,0,White
-84.3,39.8,24.3,"Montgomery County, OH, White 24.3%",0,0,White
-84.3,39.8,14.2,"Montgomery County, OH, African American 14.2%",1,1,African American
-84.3,39.8,27.3,"Montgomery County, OH, Asian 27.3%",3,3,Asian
-81.9,39.6,24.4,"Morgan County, OH, White 24.4%",0,0,White
-82.8,40.5,30.4,"Morrow County, OH, White 30.4%",0,0,White
-81.9,40.0,37.7,"Muskingum County, OH, White 37.7%",0,0,White
-81.9,40.0,28.6,"Muskingum County, OH, African American 28.6%",1,1,African American
-81.5,39.8,28.6,"Noble County, OH, White 28.6%",0,0,White
-83.0,41.5,20.5,"Ottawa County, OH, White 20.5%",0,0,White
-83.0,41.5,10.0,"Ottawa County, OH, Hispanic 10%",4,4,Hispanic
-84.6,41.1,26.4,"Paulding County, OH, White 26.4%",0,0,White
-82.2,39.7,32.4,"Perry County, OH, White 32.4%",0,0,White
-83.1,39.6,20.4,"Pickaway County, OH, White 20.4%",0,0,White
-83.1,39.1,13.2,"Pike County, OH, White 13.2%",0,0,White
-81.2,41.2,20.0,"Portage County, OH, White 20%",0,0,White
-81.2,41.2,8.0,"Portage County, OH, African American 8%",1,1,African American
-84.6,39.7,22.6,"Preble County, OH, White 22.6%",0,0,White
-84.1,41.0,28.4,"Putnam County, OH, White 28.4%",0,0,White
-82.5,40.8,19.0,"Richland County, OH, White 19%",0,0,White
-82.5,40.8,9.0,"Richland County, OH, African American 9%",1,1,African American
-83.1,39.3,13.7,"Ross County, OH, White 13.7%",0,0,White
-83.1,39.3,19.0,"Ross County, OH, African American 19%",1,1,African American
-83.1,41.4,21.0,"Sandusky County, OH, White 21%",0,0,White
-83.1,41.4,16.7,"Sandusky County, OH, African American 16.7%",1,1,African American
-83.1,41.4,16.7,"Sandusky County, OH, Hispanic 16.7%",4,4,Hispanic
-83.0,38.8,20.9,"Scioto County, OH, White 20.9%",0,0,White
-83.1,41.1,30.2,"Seneca County, OH, White 30.2%",0,0,White
-83.1,41.1,20.0,"Seneca County, OH, African American 20%",1,1,African American
-84.2,40.3,26.6,"Shelby County, OH, White 26.6%",0,0,White
-81.4,40.8,17.5,"Stark County, OH, White 17.5%",0,0,White
-81.4,40.8,7.7,"Stark County, OH, African American 7.7%",1,1,African American
-81.5,41.1,25.6,"Summit County, OH, White 25.6%",0,0,White
-81.5,41.1,20.1,"Summit County, OH, African American 20.1%",1,1,African American
-81.5,41.1,31.3,"Summit County, OH, Asian 31.3%",3,3,Asian
-80.8,41.3,12.4,"Trumbull County, OH, White 12.4%",0,0,White
-80.8,41.3,7.5,"Trumbull County, OH, African American 7.5%",1,1,African American
-81.5,40.4,21.2,"Tuscarawas County, OH, White 21.2%",0,0,White
-81.5,40.4,0.0,"Tuscarawas County, OH, African American 0%",1,1,African American
-83.4,40.3,21.3,"Union County, OH, White 21.3%",0,0,White
-84.6,40.9,33.8,"Van Wert County, OH, White 33.8%",0,0,White
-82.5,39.3,11.1,"Vinton County, OH, White 11.1%",0,0,White
-84.2,39.4,26.4,"Warren County, OH, White 26.4%",0,0,White
-81.5,39.5,24.5,"Washington County, OH, White 24.5%",0,0,White
-81.9,40.8,32.0,"Wayne County, OH, White 32%",0,0,White
-81.9,40.8,6.7,"Wayne County, OH, African American 6.7%",1,1,African American
-84.6,41.6,28.1,"Williams County, OH, White 28.1%",0,0,White
-83.6,41.4,30.9,"Wood County, OH, White 30.9%",0,0,White
-83.6,41.4,36.4,"Wood County, OH, Hispanic 36.4%",4,4,Hispanic
-83.3,40.8,38.9,"Wyandot County, OH, White 38.9%",0,0,White
-94.7,35.9,23.3,"Adair County, OK, White 23.3%",0,0,White
-94.7,35.9,17.1,"Adair County, OK, Native American 17.1%",2,2,Native American
-98.3,36.7,5.9,"Alfalfa County, OK, White 5.9%",0,0,White
-96.0,34.4,10.5,"Atoka County, OK, White 10.5%",0,0,White
-100.5,36.7,13.3,"Beaver County, OK, White 13.3%",0,0,White
-99.7,35.3,37.5,"Beckham County, OK, White 37.5%",0,0,White
-98.4,35.9,18.5,"Blaine County, OK, White 18.5%",0,0,White
-98.4,35.9,9.1,"Blaine County, OK, Native American 9.1%",2,2,Native American
-96.3,34.0,17.5,"Bryan County, OK, White 17.5%",0,0,White
-98.4,35.2,15.6,"Caddo County, OK, White 15.6%",0,0,White
-98.4,35.2,10.0,"Caddo County, OK, Native American 10%",2,2,Native American
-98.0,35.5,19.6,"Canadian County, OK, White 19.6%",0,0,White
-98.0,35.5,10.0,"Canadian County, OK, Native American 10%",2,2,Native American
-97.3,34.3,16.4,"Carter County, OK, White 16.4%",0,0,White
-97.3,34.3,11.5,"Carter County, OK, African American 11.5%",1,1,African American
-97.3,34.3,23.1,"Carter County, OK, Native American 23.1%",2,2,Native American
-95.0,35.9,15.9,"Cherokee County, OK, White 15.9%",0,0,White
-95.0,35.9,8.0,"Cherokee County, OK, Native American 8%",2,2,Native American
-95.6,34.0,15.4,"Choctaw County, OK, White 15.4%",0,0,White
-95.6,34.0,4.5,"Choctaw County, OK, African American 4.5%",1,1,African American
-95.6,34.0,8.3,"Choctaw County, OK, Native American 8.3%",2,2,Native American
-97.3,35.2,10.5,"Cleveland County, OK, White 10.5%",0,0,White
-97.3,35.2,4.0,"Cleveland County, OK, African American 4%",1,1,African American
-97.3,35.2,8.0,"Cleveland County, OK, Native American 8%",2,2,Native American
-97.3,35.2,7.1,"Cleveland County, OK, Hispanic 7.1%",4,4,Hispanic
-96.3,34.6,5.0,"Coal County, OK, White 5%",0,0,White
-98.5,34.7,19.9,"Comanche County, OK, White 19.9%",0,0,White
-98.5,34.7,10.1,"Comanche County, OK, African American 10.1%",1,1,African American
-98.5,34.7,5.7,"Comanche County, OK, Native American 5.7%",2,2,Native American
-98.5,34.7,13.3,"Comanche County, OK, Asian 13.3%",3,3,Asian
-98.5,34.7,18.2,"Comanche County, OK, Hispanic 18.2%",4,4,Hispanic
-98.4,34.3,21.4,"Cotton County, OK, White 21.4%",0,0,White
-95.2,36.8,24.1,"Craig County, OK, White 24.1%",0,0,White
-96.4,35.9,25.8,"Creek County, OK, White 25.8%",0,0,White
-96.4,35.9,0.0,"Creek County, OK, African American 0%",1,1,African American
-96.4,35.9,4.8,"Creek County, OK, Native American 4.8%",2,2,Native American
-99.0,35.6,16.3,"Custer County, OK, White 16.3%",0,0,White
-99.0,35.6,15.8,"Custer County, OK, Native American 15.8%",2,2,Native American
-94.8,36.4,31.5,"Delaware County, OK, White 31.5%",0,0,White
-94.8,36.4,8.7,"Delaware County, OK, Native American 8.7%",2,2,Native American
-99.0,36.0,0.0,"Dewey County, OK, White 0%",0,0,White
-99.8,36.2,0.0,"Ellis County, OK, White 0%",0,0,White
-97.8,36.4,16.1,"Garfield County, OK, White 16.1%",0,0,White
-97.8,36.4,7.7,"Garfield County, OK, African American 7.7%",1,1,African American
-97.3,34.7,11.8,"Garvin County, OK, White 11.8%",0,0,White
-97.9,35.0,25.3,"Grady County, OK, White 25.3%",0,0,White
-97.9,35.0,10.0,"Grady County, OK, African American 10%",1,1,African American
-97.8,36.8,20.0,"Grant County, OK, White 20%",0,0,White
-99.6,34.9,38.5,"Greer County, OK, White 38.5%",0,0,White
-95.1,35.2,3.4,"Haskell County, OK, White 3.4%",0,0,White
-96.3,35.1,11.1,"Hughes County, OK, White 11.1%",0,0,White
-96.3,35.1,13.9,"Hughes County, OK, Native American 13.9%",2,2,Native American
-99.4,34.6,11.9,"Jackson County, OK, White 11.9%",0,0,White
-99.4,34.6,0.0,"Jackson County, OK, African American 0%",1,1,African American
-99.4,34.6,8.7,"Jackson County, OK, Hispanic 8.7%",4,4,Hispanic
-97.8,34.1,23.5,"Jefferson County, OK, White 23.5%",0,0,White
-96.7,34.3,17.6,"Johnston County, OK, White 17.6%",0,0,White
-96.7,34.3,8.3,"Johnston County, OK, Native American 8.3%",2,2,Native American
-97.1,36.8,25.7,"Kay County, OK, White 25.7%",0,0,White
-97.1,36.8,13.5,"Kay County, OK, Native American 13.5%",2,2,Native American
-97.9,35.9,13.0,"Kingfisher County, OK, White 13%",0,0,White
-99.0,34.9,23.1,"Kiowa County, OK, White 23.1%",0,0,White
-99.0,34.9,10.0,"Kiowa County, OK, Native American 10%",2,2,Native American
-95.3,34.9,4.2,"Latimer County, OK, White 4.2%",0,0,White
-94.7,34.9,11.7,"Le Flore County, OK, White 11.7%",0,0,White
-94.7,34.9,3.7,"Le Flore County, OK, Native American 3.7%",2,2,Native American
-96.9,35.7,15.2,"Lincoln County, OK, White 15.2%",0,0,White
-96.9,35.7,6.3,"Lincoln County, OK, Native American 6.3%",2,2,Native American
-97.5,35.9,21.3,"Logan County, OK, White 21.3%",0,0,White
-97.5,35.9,5.6,"Logan County, OK, African American 5.6%",1,1,African American
-97.2,34.0,13.3,"Love County, OK, White 13.3%",0,0,White
-97.4,35.0,10.8,"McClain County, OK, White 10.8%",0,0,White
-94.8,34.1,13.9,"McCurtain County, OK, White 13.9%",0,0,White
-94.8,34.1,3.6,"McCurtain County, OK, African American 3.6%",1,1,African American
-94.8,34.1,13.3,"McCurtain County, OK, Native American 13.3%",2,2,Native American
-95.7,35.4,16.1,"McIntosh County, OK, White 16.1%",0,0,White
-95.7,35.4,12.5,"McIntosh County, OK, African American 12.5%",1,1,African American
-95.7,35.4,10.0,"McIntosh County, OK, Native American 10%",2,2,Native American
-98.5,36.3,33.3,"Major County, OK, White 33.3%",0,0,White
-96.8,34.0,22.2,"Marshall County, OK, White 22.2%",0,0,White
-95.2,36.3,18.7,"Mayes County, OK, White 18.7%",0,0,White
-95.2,36.3,17.2,"Mayes County, OK, Native American 17.2%",2,2,Native American
-97.1,34.5,17.9,"Murray County, OK, White 17.9%",0,0,White
-95.4,35.6,18.3,"Muskogee County, OK, White 18.3%",0,0,White
-95.4,35.6,5.0,"Muskogee County, OK, African American 5%",1,1,African American
-95.4,35.6,12.5,"Muskogee County, OK, Native American 12.5%",2,2,Native American
-97.2,36.4,26.3,"Noble County, OK, White 26.3%",0,0,White
-95.6,36.8,29.4,"Nowata County, OK, White 29.4%",0,0,White
-96.3,35.5,20.0,"Okfuskee County, OK, White 20%",0,0,White
-96.3,35.5,0.0,"Okfuskee County, OK, Native American 0%",2,2,Native American
-97.4,35.6,14.9,"Oklahoma County, OK, White 14.9%",0,0,White
-97.4,35.6,7.4,"Oklahoma County, OK, African American 7.4%",1,1,African American
-97.4,35.6,11.5,"Oklahoma County, OK, Native American 11.5%",2,2,Native American
-97.4,35.6,7.4,"Oklahoma County, OK, Asian 7.4%",3,3,Asian
-97.4,35.6,11.7,"Oklahoma County, OK, Hispanic 11.7%",4,4,Hispanic
-96.0,35.6,16.0,"Okmulgee County, OK, White 16%",0,0,White
-96.0,35.6,2.8,"Okmulgee County, OK, African American 2.8%",1,1,African American
-96.0,35.6,8.3,"Okmulgee County, OK, Native American 8.3%",2,2,Native American
-96.4,36.6,17.4,"Osage County, OK, White 17.4%",0,0,White
-96.4,36.6,25.0,"Osage County, OK, Native American 25%",2,2,Native American
-94.8,36.8,25.0,"Ottawa County, OK, White 25%",0,0,White
-94.8,36.8,20.0,"Ottawa County, OK, Native American 20%",2,2,Native American
-96.7,36.3,10.0,"Pawnee County, OK, White 10%",0,0,White
-96.7,36.3,20.0,"Pawnee County, OK, Native American 20%",2,2,Native American
-97.0,36.1,15.9,"Payne County, OK, White 15.9%",0,0,White
-97.0,36.1,0.0,"Payne County, OK, Native American 0%",2,2,Native American
-95.7,34.9,18.8,"Pittsburg County, OK, White 18.8%",0,0,White
-95.7,34.9,26.9,"Pittsburg County, OK, Native American 26.9%",2,2,Native American
-96.7,34.7,26.7,"Pontotoc County, OK, White 26.7%",0,0,White
-96.7,34.7,16.7,"Pontotoc County, OK, Native American 16.7%",2,2,Native American
-97.0,35.2,25.2,"Pottawatomie County, OK, White 25.2%",0,0,White
-97.0,35.2,12.5,"Pottawatomie County, OK, Native American 12.5%",2,2,Native American
-95.4,34.4,16.1,"Pushmataha County, OK, White 16.1%",0,0,White
-99.7,35.7,10.0,"Roger Mills County, OK, White 10%",0,0,White
-95.6,36.4,18.0,"Rogers County, OK, White 18%",0,0,White
-95.6,36.4,17.4,"Rogers County, OK, Native American 17.4%",2,2,Native American
-96.6,35.2,19.2,"Seminole County, OK, White 19.2%",0,0,White
-96.6,35.2,23.5,"Seminole County, OK, African American 23.5%",1,1,African American
-96.6,35.2,24.6,"Seminole County, OK, Native American 24.6%",2,2,Native American
-94.8,35.5,16.4,"Sequoyah County, OK, White 16.4%",0,0,White
-94.8,35.5,20.0,"Sequoyah County, OK, Native American 20%",2,2,Native American
-97.9,34.5,24.8,"Stephens County, OK, White 24.8%",0,0,White
-101.5,36.7,29.4,"Texas County, OK, White 29.4%",0,0,White
-101.5,36.7,14.3,"Texas County, OK, Hispanic 14.3%",4,4,Hispanic
-98.9,34.4,16.7,"Tillman County, OK, White 16.7%",0,0,White
-98.9,34.4,20.0,"Tillman County, OK, African American 20%",1,1,African American
