aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
0.43,0.36,0.5,<0.001,0,1,1,1,10,3,Home hemodialysis,O3A1M1
0.86,0.39,1.91,0.717,0.7166,2,1,1,10,3,Home hemodialysis,O3A1M2
0.73,0.47,1.14,0.166,0.1655,3,1,1,10,3,Home hemodialysis,O3A1M3
0.66,0.51,0.86,0.002,0.0021,4,1,1,10,3,Home hemodialysis,O3A1M4
0.5,0.44,0.58,<0.001,0,0,2,1,10,3,Home hemodialysis,O3A2M0
0.44,0.37,0.52,<0.001,0,1,2,1,10,3,Home hemodialysis,O3A2M1
0.99,0.45,2.2,0.986,0.9856,2,2,1,10,3,Home hemodialysis,O3A2M2
0.73,0.47,1.13,0.161,0.1613,3,2,1,10,3,Home hemodialysis,O3A2M3
0.67,0.52,0.87,0.003,0.0027,4,2,1,10,3,Home hemodialysis,O3A2M4
0.57,0.49,0.66,<0.001,0,0,3,1,10,3,Home hemodialysis,O3A3M0
0.52,0.43,0.62,<0.001,0,1,3,1,10,3,Home hemodialysis,O3A3M1
0.84,0.35,2.02,0.697,0.6971,2,3,1,10,3,Home hemodialysis,O3A3M2
0.66,0.41,1.05,0.082,0.0821,3,3,1,10,3,Home hemodialysis,O3A3M3
0.68,0.52,0.9,0.008,0.0078,4,3,1,10,3,Home hemodialysis,O3A3M4
0.53,0.5,0.57,<0.001,0,0,1,2,10,3,Peritoneal dialysis ,O3A1M0
0.46,0.42,0.5,<0.001,0,1,1,2,10,3,Peritoneal dialysis ,O3A1M1
0.56,0.42,0.77,<0.001,2.00E-04,2,1,2,10,3,Peritoneal dialysis ,O3A1M2
0.68,0.58,0.79,<0.001,0,3,1,2,10,3,Peritoneal dialysis ,O3A1M3
0.62,0.57,0.69,<0.001,0,4,1,2,10,3,Peritoneal dialysis ,O3A1M4
0.62,0.58,0.66,<0.001,0,0,2,2,10,3,Peritoneal dialysis ,O3A2M0
0.56,0.51,0.61,<0.001,0,1,2,2,10,3,Peritoneal dialysis ,O3A2M1
0.68,0.5,0.93,0.015,0.0149,2,2,2,10,3,Peritoneal dialysis ,O3A2M2
0.68,0.58,0.79,<0.001,0,3,2,2,10,3,Peritoneal dialysis ,O3A2M3
0.71,0.64,0.78,<0.001,0,4,2,2,10,3,Peritoneal dialysis ,O3A2M4
0.64,0.6,0.69,<0.001,0,0,3,2,10,3,Peritoneal dialysis ,O3A3M0
0.57,0.52,0.62,<0.001,0,1,3,2,10,3,Peritoneal dialysis ,O3A3M1
0.67,0.48,0.92,0.013,0.0133,2,3,2,10,3,Peritoneal dialysis ,O3A3M2
0.6,0.51,0.72,<0.001,0,3,3,2,10,3,Peritoneal dialysis ,O3A3M3
0.82,0.73,0.91,<0.001,4.00E-04,4,3,2,10,3,Peritoneal dialysis ,O3A3M4
0.51,0.51,0.52,<0.001,0,0,1,0,11,3,"Prior transplant, no",O3A1M0
0.47,0.46,0.48,<0.001,0,1,1,0,11,3,"Prior transplant, no",O3A1M1
0.56,0.52,0.6,<0.001,0,2,1,0,11,3,"Prior transplant, no",O3A1M2
0.53,0.51,0.55,<0.001,0,3,1,0,11,3,"Prior transplant, no",O3A1M3
0.62,0.6,0.63,<0.001,0,4,1,0,11,3,"Prior transplant, no",O3A1M4
0.58,0.57,0.59,<0.001,0,0,2,0,11,3,"Prior transplant, no",O3A2M0
0.54,0.53,0.55,<0.001,0,1,2,0,11,3,"Prior transplant, no",O3A2M1
0.68,0.63,0.73,<0.001,0,2,2,0,11,3,"Prior transplant, no",O3A2M2
0.54,0.51,0.56,<0.001,0,3,2,0,11,3,"Prior transplant, no",O3A2M3
0.69,0.67,0.7,<0.001,0,4,2,0,11,3,"Prior transplant, no",O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,0,11,3,"Prior transplant, no",O3A3M0
0.56,0.55,0.57,<0.001,0,1,3,0,11,3,"Prior transplant, no",O3A3M1
0.67,0.62,0.73,<0.001,0,2,3,0,11,3,"Prior transplant, no",O3A3M2
0.51,0.49,0.53,<0.001,0,3,3,0,11,3,"Prior transplant, no",O3A3M3
0.76,0.75,0.78,<0.001,0,4,3,0,11,3,"Prior transplant, no",O3A3M4
0.57,0.53,0.6,<0.001,0,0,1,1,11,3,"Prior transplant, yes",O3A1M0
0.5,0.47,0.54,<0.001,0,1,1,1,11,3,"Prior transplant, yes",O3A1M1
0.59,0.43,0.81,<0.001,0.001,2,1,1,11,3,"Prior transplant, yes",O3A1M2
0.62,0.51,0.76,<0.001,0,3,1,1,11,3,"Prior transplant, yes",O3A1M3
0.73,0.66,0.81,<0.001,0,4,1,1,11,3,"Prior transplant, yes",O3A1M4
0.59,0.56,0.63,<0.001,0,0,2,1,11,3,"Prior transplant, yes",O3A2M0
0.54,0.5,0.58,<0.001,0,1,2,1,11,3,"Prior transplant, yes",O3A2M1
0.6,0.44,0.82,0.001,0.0014,2,2,1,11,3,"Prior transplant, yes",O3A2M2
0.61,0.49,0.74,<0.001,0,3,2,1,11,3,"Prior transplant, yes",O3A2M3
0.76,0.68,0.85,<0.001,0,4,2,1,11,3,"Prior transplant, yes",O3A2M4
0.6,0.56,0.65,<0.001,0,0,3,1,11,3,"Prior transplant, yes",O3A3M0
0.55,0.5,0.6,<0.001,0,1,3,1,11,3,"Prior transplant, yes",O3A3M1
0.61,0.44,0.85,0.003,0.003,2,3,1,11,3,"Prior transplant, yes",O3A3M2
0.57,0.46,0.71,<0.001,0,3,3,1,11,3,"Prior transplant, yes",O3A3M3
0.76,0.67,0.85,<0.001,0,4,3,1,11,3,"Prior transplant, yes",O3A3M4
0.56,0.54,0.58,<0.001,0,0,1,0,12,3,Not for profit unit,O3A1M0
0.51,0.5,0.53,<0.001,0,1,1,0,12,3,Not for profit unit,O3A1M1
0.6,0.53,0.68,<0.001,0,2,1,0,12,3,Not for profit unit,O3A1M2
0.54,0.5,0.59,<0.001,0,3,1,0,12,3,Not for profit unit,O3A1M3
0.72,0.68,0.76,<0.001,0,4,1,0,12,3,Not for profit unit,O3A1M4
0.64,0.62,0.66,<0.001,0,0,2,0,12,3,Not for profit unit,O3A2M0
0.59,0.57,0.61,<0.001,0,1,2,0,12,3,Not for profit unit,O3A2M1
0.71,0.62,0.8,<0.001,0,2,2,0,12,3,Not for profit unit,O3A2M2
0.56,0.51,0.61,<0.001,0,3,2,0,12,3,Not for profit unit,O3A2M3
0.81,0.77,0.86,<0.001,0,4,2,0,12,3,Not for profit unit,O3A2M4
0.64,0.62,0.66,<0.001,0,0,3,0,12,3,Not for profit unit,O3A3M0
0.61,0.59,0.64,<0.001,0,1,3,0,12,3,Not for profit unit,O3A3M1
0.54,0.47,0.61,<0.001,0,2,3,0,12,3,Not for profit unit,O3A3M2
0.56,0.51,0.62,<0.001,0,3,3,0,12,3,Not for profit unit,O3A3M3
0.8,0.75,0.86,<0.001,0,4,3,0,12,3,Not for profit unit,O3A3M4
0.51,0.5,0.51,<0.001,0,0,1,1,12,3,For profit unit,O3A1M0
0.46,0.45,0.47,<0.001,0,1,1,1,12,3,For profit unit,O3A1M1
0.56,0.51,0.6,<0.001,0,2,1,1,12,3,For profit unit,O3A1M2
0.53,0.51,0.56,<0.001,0,3,1,1,12,3,For profit unit,O3A1M3
0.6,0.59,0.62,<0.001,0,4,1,1,12,3,For profit unit,O3A1M4
0.57,0.56,0.58,<0.001,0,0,2,1,12,3,For profit unit,O3A2M0
0.53,0.52,0.54,<0.001,0,1,2,1,12,3,For profit unit,O3A2M1
0.67,0.62,0.73,<0.001,0,2,2,1,12,3,For profit unit,O3A2M2
0.53,0.51,0.56,<0.001,0,3,2,1,12,3,For profit unit,O3A2M3
0.67,0.65,0.68,<0.001,0,4,2,1,12,3,For profit unit,O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,1,12,3,For profit unit,O3A3M0
0.55,0.54,0.56,<0.001,0,1,3,1,12,3,For profit unit,O3A3M1
0.72,0.66,0.79,<0.001,0,2,3,1,12,3,For profit unit,O3A3M2
0.5,0.48,0.53,<0.001,0,3,3,1,12,3,For profit unit,O3A3M3
0.76,0.74,0.78,<0.001,0,4,3,1,12,3,For profit unit,O3A3M4
0.53,0.5,0.55,<0.001,0,0,1,0,13,3,Hospital-based unit,O3A1M0
0.49,0.47,0.52,<0.001,0,1,1,0,13,3,Hospital-based unit,O3A1M1
0.59,0.5,0.7,<0.001,0,2,1,0,13,3,Hospital-based unit,O3A1M2
0.42,0.36,0.47,<0.001,0,3,1,0,13,3,Hospital-based unit,O3A1M3
0.67,0.62,0.72,<0.001,0,4,1,0,13,3,Hospital-based unit,O3A1M4
0.6,0.57,0.63,<0.001,0,0,2,0,13,3,Hospital-based unit,O3A2M0
0.56,0.54,0.6,<0.001,0,1,2,0,13,3,Hospital-based unit,O3A2M1
0.7,0.59,0.82,<0.001,0,2,2,0,13,3,Hospital-based unit,O3A2M2
0.44,0.39,0.5,<0.001,0,3,2,0,13,3,Hospital-based unit,O3A2M3
0.77,0.71,0.83,<0.001,0,4,2,0,13,3,Hospital-based unit,O3A2M4
0.63,0.6,0.67,<0.001,0,0,3,0,13,3,Hospital-based unit,O3A3M0
0.6,0.57,0.64,<0.001,0,1,3,0,13,3,Hospital-based unit,O3A3M1
0.56,0.47,0.67,<0.001,0,2,3,0,13,3,Hospital-based unit,O3A3M2
0.54,0.46,0.62,<0.001,0,3,3,0,13,3,Hospital-based unit,O3A3M3
0.79,0.73,0.87,<0.001,0,4,3,0,13,3,Hospital-based unit,O3A3M4
0.53,0.52,0.55,<0.001,0,0,1,1,13,3,Independent unit,O3A1M0
0.5,0.48,0.52,<0.001,0,1,1,1,13,3,Independent unit,O3A1M1
0.6,0.5,0.72,<0.001,0,2,1,1,13,3,Independent unit,O3A1M2
0.53,0.48,0.58,<0.001,0,3,1,1,13,3,Independent unit,O3A1M3
0.61,0.58,0.64,<0.001,0,4,1,1,13,3,Independent unit,O3A1M4
0.6,0.58,0.62,<0.001,0,0,2,1,13,3,Independent unit,O3A2M0
0.57,0.54,0.59,<0.001,0,1,2,1,13,3,Independent unit,O3A2M1
0.72,0.6,0.86,<0.001,4.00E-04,2,2,1,13,3,Independent unit,O3A2M2
0.53,0.49,0.58,<0.001,0,3,2,1,13,3,Independent unit,O3A2M3
0.68,0.64,0.71,<0.001,0,4,2,1,13,3,Independent unit,O3A2M4
0.62,0.6,0.64,<0.001,0,0,3,1,13,3,Independent unit,O3A3M0
0.56,0.54,0.59,<0.001,0,1,3,1,13,3,Independent unit,O3A3M1
0.64,0.53,0.78,<0.001,0,2,3,1,13,3,Independent unit,O3A3M2
0.53,0.48,0.59,<0.001,0,3,3,1,13,3,Independent unit,O3A3M3
0.79,0.74,0.83,<0.001,0,4,3,1,13,3,Independent unit,O3A3M4
0.52,0.49,0.55,<0.001,0,0,1,2,13,3,Chain of 2-99 units,O3A1M0
0.43,0.4,0.46,<0.001,0,1,1,2,13,3,Chain of 2-99 units,O3A1M1
0.86,0.59,1.27,0.453,0.453,2,1,2,13,3,Chain of 2-99 units,O3A1M2
0.54,0.48,0.62,<0.001,0,3,1,2,13,3,Chain of 2-99 units,O3A1M3
0.74,0.68,0.8,<0.001,0,4,1,2,13,3,Chain of 2-99 units,O3A1M4
0.59,0.56,0.62,<0.001,0,0,2,2,13,3,Chain of 2-99 units,O3A2M0
0.49,0.46,0.53,<0.001,0,1,2,2,13,3,Chain of 2-99 units,O3A2M1
1.03,0.69,1.52,0.901,0.9009,2,2,2,13,3,Chain of 2-99 units,O3A2M2
0.55,0.48,0.62,<0.001,0,3,2,2,13,3,Chain of 2-99 units,O3A2M3
0.83,0.76,0.9,<0.001,0,4,2,2,13,3,Chain of 2-99 units,O3A2M4
0.59,0.56,0.63,<0.001,0,0,3,2,13,3,Chain of 2-99 units,O3A3M0
0.53,0.49,0.58,<0.001,0,1,3,2,13,3,Chain of 2-99 units,O3A3M1
1.14,0.76,1.72,0.517,0.5172,2,3,2,13,3,Chain of 2-99 units,O3A3M2
0.5,0.44,0.57,<0.001,0,3,3,2,13,3,Chain of 2-99 units,O3A3M3
0.77,0.7,0.85,<0.001,0,4,3,2,13,3,Chain of 2-99 units,O3A3M4
0.5,0.49,0.51,<0.001,0,0,1,3,13,3,Chain of 100 or more units,O3A1M0
0.46,0.45,0.47,<0.001,0,1,1,3,13,3,Chain of 100 or more units,O3A1M1
0.55,0.5,0.59,<0.001,0,2,1,3,13,3,Chain of 100 or more units,O3A1M2
0.55,0.52,0.58,<0.001,0,3,1,3,13,3,Chain of 100 or more units,O3A1M3
0.6,0.58,0.61,<0.001,0,4,1,3,13,3,Chain of 100 or more units,O3A1M4
0.56,0.56,0.57,<0.001,0,0,2,3,13,3,Chain of 100 or more units,O3A2M0
0.53,0.52,0.54,<0.001,0,1,2,3,13,3,Chain of 100 or more units,O3A2M1
0.66,0.6,0.71,<0.001,0,2,2,3,13,3,Chain of 100 or more units,O3A2M2
0.55,0.52,0.58,<0.001,0,3,2,3,13,3,Chain of 100 or more units,O3A2M3
0.66,0.64,0.68,<0.001,0,4,2,3,13,3,Chain of 100 or more units,O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,3,13,3,Chain of 100 or more units,O3A3M0
0.56,0.54,0.57,<0.001,0,1,3,3,13,3,Chain of 100 or more units,O3A3M1
0.68,0.63,0.75,<0.001,0,2,3,3,13,3,Chain of 100 or more units,O3A3M2
0.52,0.49,0.55,<0.001,0,3,3,3,13,3,Chain of 100 or more units,O3A3M3
0.76,0.74,0.78,<0.001,0,4,3,3,13,3,Chain of 100 or more units,O3A3M4
0.52,0.51,0.53,<0.001,0,0,1,0,14,3,Medicare parts A/B,O3A1M0
0.48,0.47,0.49,<0.001,0,1,1,0,14,3,Medicare parts A/B,O3A1M1
0.57,0.53,0.62,<0.001,0,2,1,0,14,3,Medicare parts A/B,O3A1M2
0.53,0.5,0.56,<0.001,0,3,1,0,14,3,Medicare parts A/B,O3A1M3
0.62,0.6,0.63,<0.001,0,4,1,0,14,3,Medicare parts A/B,O3A1M4
0.59,0.58,0.6,<0.001,0,0,2,0,14,3,Medicare parts A/B,O3A2M0
0.55,0.54,0.56,<0.001,0,1,2,0,14,3,Medicare parts A/B,O3A2M1
0.68,0.63,0.73,<0.001,0,2,2,0,14,3,Medicare parts A/B,O3A2M2
0.54,0.51,0.57,<0.001,0,3,2,0,14,3,Medicare parts A/B,O3A2M3
0.7,0.68,0.71,<0.001,0,4,2,0,14,3,Medicare parts A/B,O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,0,14,3,Medicare parts A/B,O3A3M0
0.56,0.54,0.57,<0.001,0,1,3,0,14,3,Medicare parts A/B,O3A3M1
0.65,0.6,0.71,<0.001,0,2,3,0,14,3,Medicare parts A/B,O3A3M2
0.51,0.48,0.54,<0.001,0,3,3,0,14,3,Medicare parts A/B,O3A3M3
0.76,0.74,0.78,<0.001,0,4,3,0,14,3,Medicare parts A/B,O3A3M4
0.57,0.52,0.63,<0.001,0,0,1,1,14,3,"Medicare primary, other",O3A1M0
0.52,0.46,0.59,<0.001,0,1,1,1,14,3,"Medicare primary, other",O3A1M1
0.6,0.42,0.85,0.005,0.0046,2,1,1,14,3,"Medicare primary, other",O3A1M2
0.63,0.53,0.73,<0.001,0,3,1,1,14,3,"Medicare primary, other",O3A1M3
0.61,0.53,0.7,<0.001,0,4,1,1,14,3,"Medicare primary, other",O3A1M4
0.55,0.5,0.61,<0.001,0,0,2,1,14,3,"Medicare primary, other",O3A2M0
0.54,0.47,0.61,<0.001,0,1,2,1,14,3,"Medicare primary, other",O3A2M1
0.6,0.42,0.86,0.006,0.0057,2,2,1,14,3,"Medicare primary, other",O3A2M2
0.54,0.46,0.64,<0.001,0,3,2,1,14,3,"Medicare primary, other",O3A2M3
0.57,0.5,0.66,<0.001,0,4,2,1,14,3,"Medicare primary, other",O3A2M4
0.65,0.58,0.73,<0.001,0,0,3,1,14,3,"Medicare primary, other",O3A3M0
0.61,0.53,0.7,<0.001,0,1,3,1,14,3,"Medicare primary, other",O3A3M1
0.61,0.41,0.89,0.011,0.0114,2,3,1,14,3,"Medicare primary, other",O3A3M2
0.62,0.52,0.75,<0.001,0,3,3,1,14,3,"Medicare primary, other",O3A3M3
0.76,0.65,0.9,0.001,0.0014,4,3,1,14,3,"Medicare primary, other",O3A3M4
0.57,0.52,0.62,<0.001,0,0,1,2,14,3,"Medicare secondary, EGHP",O3A1M0
0.51,0.46,0.57,<0.001,0,1,1,2,14,3,"Medicare secondary, EGHP",O3A1M1
0.62,0.38,1.01,0.056,0.0555,2,1,2,14,3,"Medicare secondary, EGHP",O3A1M2
0.59,0.44,0.77,<0.001,1.00E-04,3,1,2,14,3,"Medicare secondary, EGHP",O3A1M3
0.73,0.62,0.85,<0.001,1.00E-04,4,1,2,14,3,"Medicare secondary, EGHP",O3A1M4
0.59,0.54,0.64,<0.001,0,0,2,2,14,3,"Medicare secondary, EGHP",O3A2M0
0.53,0.48,0.6,<0.001,0,1,2,2,14,3,"Medicare secondary, EGHP",O3A2M1
0.64,0.39,1.04,0.074,0.0736,2,2,2,14,3,"Medicare secondary, EGHP",O3A2M2
0.58,0.44,0.77,<0.001,1.00E-04,3,2,2,14,3,"Medicare secondary, EGHP",O3A2M3
0.76,0.64,0.89,<0.001,6.00E-04,4,2,2,14,3,"Medicare secondary, EGHP",O3A2M4
0.61,0.55,0.68,<0.001,0,0,3,2,14,3,"Medicare secondary, EGHP",O3A3M0
0.55,0.49,0.62,<0.001,0,1,3,2,14,3,"Medicare secondary, EGHP",O3A3M1
0.7,0.42,1.16,0.166,0.1661,2,3,2,14,3,"Medicare secondary, EGHP",O3A3M2
0.58,0.44,0.78,<0.001,3.00E-04,3,3,2,14,3,"Medicare secondary, EGHP",O3A3M3
0.83,0.7,0.98,0.031,0.0307,4,3,2,14,3,"Medicare secondary, EGHP",O3A3M4
0.72,0.61,0.86,<0.001,3.00E-04,0,1,3,14,3,"Medicare secondary, non-EGHP",O3A1M0
0.64,0.53,0.79,<0.001,0,1,1,3,14,3,"Medicare secondary, non-EGHP",O3A1M1
0.69,0.29,1.62,0.395,0.395,2,1,3,14,3,"Medicare secondary, non-EGHP",O3A1M2
0.7,0.32,1.55,0.379,0.3794,3,1,3,14,3,"Medicare secondary, non-EGHP",O3A1M3
1.08,0.8,1.47,0.602,0.6016,4,1,3,14,3,"Medicare secondary, non-EGHP",O3A1M4
0.81,0.68,0.97,0.024,0.024,0,2,3,14,3,"Medicare secondary, non-EGHP",O3A2M0
0.73,0.59,0.89,0.002,0.0019,1,2,3,14,3,"Medicare secondary, non-EGHP",O3A2M1
0.84,0.35,1.98,0.683,0.6833,2,2,3,14,3,"Medicare secondary, non-EGHP",O3A2M2
0.73,0.33,1.63,0.442,0.4421,3,2,3,14,3,"Medicare secondary, non-EGHP",O3A2M3
1.22,0.89,1.66,0.215,0.2149,4,2,3,14,3,"Medicare secondary, non-EGHP",O3A2M4
0.75,0.61,0.92,0.006,0.0055,0,3,3,14,3,"Medicare secondary, non-EGHP",O3A3M0
0.66,0.53,0.83,<0.001,4.00E-04,1,3,3,14,3,"Medicare secondary, non-EGHP",O3A3M1
0.88,0.33,2.34,0.796,0.7961,2,3,3,14,3,"Medicare secondary, non-EGHP",O3A3M2
0.82,0.35,1.92,0.649,0.6495,3,3,3,14,3,"Medicare secondary, non-EGHP",O3A3M3
1.11,0.79,1.57,0.543,0.5432,4,3,3,14,3,"Medicare secondary, non-EGHP",O3A3M4
0.6,0.58,0.62,<0.001,0,0,1,4,14,3,HMO insurance,O3A1M0
0.54,0.51,0.56,<0.001,0,1,1,4,14,3,HMO insurance,O3A1M1
0.89,0.64,1.25,0.508,0.508,2,1,4,14,3,HMO insurance,O3A1M2
0.57,0.52,0.63,<0.001,0,3,1,4,14,3,HMO insurance,O3A1M3
0.7,0.66,0.73,<0.001,0,4,1,4,14,3,HMO insurance,O3A1M4
0.64,0.61,0.66,<0.001,0,0,2,4,14,3,HMO insurance,O3A2M0
0.57,0.54,0.6,<0.001,0,1,2,4,14,3,HMO insurance,O3A2M1
1.02,0.73,1.42,0.908,0.9077,2,2,4,14,3,HMO insurance,O3A2M2
0.58,0.53,0.64,<0.001,0,3,2,4,14,3,HMO insurance,O3A2M3
0.74,0.71,0.78,<0.001,0,4,2,4,14,3,HMO insurance,O3A2M4
0.63,0.6,0.65,<0.001,0,0,3,4,14,3,HMO insurance,O3A3M0
0.56,0.53,0.59,<0.001,0,1,3,4,14,3,HMO insurance,O3A3M1
0.92,0.65,1.31,0.643,0.6433,2,3,4,14,3,HMO insurance,O3A3M2
0.51,0.47,0.57,<0.001,0,3,3,4,14,3,HMO insurance,O3A3M3
0.8,0.75,0.84,<0.001,0,4,3,4,14,3,HMO insurance,O3A3M4
0.53,0.38,0.75,<0.001,3.00E-04,0,1,5,14,3,90-day wait for Medicare,O3A1M0
0.48,0.32,0.73,<0.001,5.00E-04,1,1,5,14,3,90-day wait for Medicare,O3A1M1
0.6,0.08,4.66,0.628,0.6279,2,1,5,14,3,90-day wait for Medicare,O3A1M2
0.73,0.26,2.07,0.554,0.5538,3,1,5,14,3,90-day wait for Medicare,O3A1M3
0.61,0.36,1.05,0.073,0.0731,4,1,5,14,3,90-day wait for Medicare,O3A1M4
0.56,0.4,0.79,<0.001,9.00E-04,0,2,5,14,3,90-day wait for Medicare,O3A2M0
0.52,0.34,0.78,0.002,0.0016,1,2,5,14,3,90-day wait for Medicare,O3A2M1
0.62,0.08,4.77,0.642,0.6423,2,2,5,14,3,90-day wait for Medicare,O3A2M2
0.75,0.26,2.17,0.597,0.5967,3,2,5,14,3,90-day wait for Medicare,O3A2M3
0.62,0.36,1.06,0.079,0.0793,4,2,5,14,3,90-day wait for Medicare,O3A2M4
0.69,0.47,1.03,0.069,0.0689,0,3,5,14,3,90-day wait for Medicare,O3A3M0
0.6,0.38,0.95,0.028,0.028,1,3,5,14,3,90-day wait for Medicare,O3A3M1
0.61,0.07,5.06,0.65,0.6501,2,3,5,14,3,90-day wait for Medicare,O3A3M2
0.86,0.27,2.68,0.791,0.7914,3,3,5,14,3,90-day wait for Medicare,O3A3M3
0.95,0.52,1.72,0.856,0.8562,4,3,5,14,3,90-day wait for Medicare,O3A3M4
0.5,0.47,0.52,<0.001,0,0,1,6,14,3,Other insurance,O3A1M0
0.45,0.43,0.49,<0.001,0,1,1,6,14,3,Other insurance,O3A1M1
0.69,0.56,0.86,<0.001,8.00E-04,2,1,6,14,3,Other insurance,O3A1M2
0.49,0.43,0.57,<0.001,0,3,1,6,14,3,Other insurance,O3A1M3
0.57,0.53,0.62,<0.001,0,4,1,6,14,3,Other insurance,O3A1M4
0.5,0.47,0.53,<0.001,0,0,2,6,14,3,Other insurance,O3A2M0
0.47,0.44,0.51,<0.001,0,1,2,6,14,3,Other insurance,O3A2M1
0.72,0.58,0.89,0.002,0.0022,2,2,6,14,3,Other insurance,O3A2M2
0.45,0.39,0.52,<0.001,0,3,2,6,14,3,Other insurance,O3A2M3
0.56,0.51,0.6,<0.001,0,4,2,6,14,3,Other insurance,O3A2M4
0.59,0.55,0.63,<0.001,0,0,3,6,14,3,Other insurance,O3A3M0
0.54,0.5,0.58,<0.001,0,1,3,6,14,3,Other insurance,O3A3M1
0.8,0.63,1.02,0.066,0.0662,2,3,6,14,3,Other insurance,O3A3M2
0.48,0.41,0.57,<0.001,0,3,3,6,14,3,Other insurance,O3A3M3
0.73,0.66,0.81,<0.001,0,4,3,6,14,3,Other insurance,O3A3M4
1.6,1.58,1.62,<0.001,0,0,1,0,2,4,2000-05,O4A1M0
1.66,1.63,1.68,<0.001,0,1,1,0,2,4,2000-05,O4A1M1
1.24,1.16,1.31,<0.001,0,2,1,0,2,4,2000-05,O4A1M2
1.61,1.55,1.68,<0.001,0,3,1,0,2,4,2000-05,O4A1M3
1.52,1.48,1.55,<0.001,0,4,1,0,2,4,2000-05,O4A1M4
1.52,1.5,1.54,<0.001,0,0,2,0,2,4,2000-05,O4A2M0
1.56,1.54,1.59,<0.001,0,1,2,0,2,4,2000-05,O4A2M1
1.14,1.08,1.22,<0.001,0,2,2,0,2,4,2000-05,O4A2M2
1.59,1.53,1.66,<0.001,0,3,2,0,2,4,2000-05,O4A2M3
1.45,1.42,1.48,<0.001,0,4,2,0,2,4,2000-05,O4A2M4
1.39,1.37,1.41,<0.001,0,0,3,0,2,4,2000-05,O4A3M0
1.39,1.37,1.42,<0.001,0,1,3,0,2,4,2000-05,O4A3M1
1.24,1.16,1.32,<0.001,0,2,3,0,2,4,2000-05,O4A3M2
1.59,1.52,1.66,<0.001,0,3,3,0,2,4,2000-05,O4A3M3
1.34,1.31,1.38,<0.001,0,4,3,0,2,4,2000-05,O4A3M4
1.72,1.7,1.74,<0.001,0,0,1,1,2,4,2006-12,O4A1M0
1.75,1.72,1.77,<0.001,0,1,1,1,2,4,2006-12,O4A1M1
1.36,1.29,1.44,<0.001,0,2,1,1,2,4,2006-12,O4A1M2
1.73,1.67,1.79,<0.001,0,3,1,1,2,4,2006-12,O4A1M3
1.68,1.65,1.71,<0.001,0,4,1,1,2,4,2006-12,O4A1M4
1.6,1.58,1.62,<0.001,0,0,2,1,2,4,2006-12,O4A2M0
1.61,1.59,1.63,<0.001,0,1,2,1,2,4,2006-12,O4A2M1
1.22,1.16,1.3,<0.001,0,2,2,1,2,4,2006-12,O4A2M2
1.72,1.66,1.77,<0.001,0,3,2,1,2,4,2006-12,O4A2M3
1.58,1.55,1.61,<0.001,0,4,2,1,2,4,2006-12,O4A2M4
1.47,1.45,1.49,<0.001,0,0,3,1,2,4,2006-12,O4A3M0
1.47,1.45,1.5,<0.001,0,1,3,1,2,4,2006-12,O4A3M1
1.32,1.25,1.4,<0.001,0,2,3,1,2,4,2006-12,O4A3M2
1.67,1.61,1.73,<0.001,0,3,3,1,2,4,2006-12,O4A3M3
1.41,1.38,1.44,<0.001,0,4,3,1,2,4,2006-12,O4A3M4
1.5,1.43,1.58,<0.001,0,0,1,0,3,4,Age 0-39,O4A1M0
1.52,1.44,1.6,<0.001,0,1,1,0,3,4,Age 0-39,O4A1M1
1.23,1,1.52,0.051,0.0512,2,1,0,3,4,Age 0-39,O4A1M2
1.64,1.37,1.98,<0.001,0,3,1,0,3,4,Age 0-39,O4A1M3
1.46,1.35,1.59,<0.001,0,4,1,0,3,4,Age 0-39,O4A1M4
1.49,1.41,1.57,<0.001,0,0,2,0,3,4,Age 0-39,O4A2M0
1.5,1.42,1.59,<0.001,0,1,2,0,3,4,Age 0-39,O4A2M1
1.22,0.99,1.5,0.066,0.0664,2,2,0,3,4,Age 0-39,O4A2M2
1.63,1.36,1.96,<0.001,0,3,2,0,3,4,Age 0-39,O4A2M3
1.45,1.34,1.58,<0.001,0,4,2,0,3,4,Age 0-39,O4A2M4
1.41,1.32,1.49,<0.001,0,0,3,0,3,4,Age 0-39,O4A3M0
1.41,1.32,1.5,<0.001,0,1,3,0,3,4,Age 0-39,O4A3M1
1.24,1,1.55,0.052,0.0524,2,3,0,3,4,Age 0-39,O4A3M2
1.59,1.3,1.95,<0.001,0,3,3,0,3,4,Age 0-39,O4A3M3
1.4,1.27,1.54,<0.001,0,4,3,0,3,4,Age 0-39,O4A3M4
1.5,1.48,1.53,<0.001,0,0,1,1,3,4,Age 40-64,O4A1M0
1.52,1.5,1.55,<0.001,0,1,1,1,3,4,Age 40-64,O4A1M1
1.15,1.08,1.23,<0.001,0,2,1,1,3,4,Age 40-64,O4A1M2
1.56,1.49,1.64,<0.001,0,3,1,1,3,4,Age 40-64,O4A1M3
1.48,1.44,1.51,<0.001,0,4,1,1,3,4,Age 40-64,O4A1M4
1.49,1.47,1.52,<0.001,0,0,2,1,3,4,Age 40-64,O4A2M0
